// 现代汉语语料库词语频率表,,,,
// 语料规模:2000万字,,,,
// 只列入出现次数大于50次的词,,,,
// 下载自www.cncorpus.org语料库在线网站,,,,
// id,词语,出现次数,频率（%）,累积频率（%）
11452,阴暗,71,0.0007,88.4264999999964
11453,提升,71,0.0007,88.4110999999966
11454,途,71,0.0007,88.4117999999965
11455,于右任,71,0.0007,88.4124999999965
11456,锅里,71,0.0007,88.4131999999965
11457,丽,71,0.0007,88.4138999999965
11458,心疼,71,0.0007,88.4208999999965
11459,外因,71,0.0007,88.4152999999965
11460,来访,71,0.0007,88.4103999999966
11461,立志,71,0.0007,88.4166999999965
11462,工业革命,71,0.0007,88.4173999999965
11463,化装,71,0.0007,88.4180999999965
11464,妈的,71,0.0007,88.4187999999965
11465,殊,71,0.0007,88.4194999999965
11466,反应堆,70,0.0007,88.5349999999956
11467,切身,70,0.0007,88.5342999999956
11468,八一,70,0.0007,88.5335999999956
11469,老远,70,0.0007,88.5328999999956
11470,歹徒,70,0.0007,88.5321999999957
11471,自负盈亏,70,0.0007,88.5314999999957
11472,提问,70,0.0007,88.5307999999957
11473,婚后,70,0.0007,88.5300999999957
11474,自来水,70,0.0007,88.5293999999957
11475,志愿,70,0.0007,88.5286999999957
11476,分子量,70,0.0007,88.5391999999956
11477,嘴边,70,0.0007,88.5174999999958
11478,口音,70,0.0007,88.5279999999957
11479,光度,70,0.0007,88.5272999999957
11480,暴,70,0.0007,88.5370999999956
11481,礼拜,70,0.0007,88.5258999999957
11482,天子,70,0.0007,88.5251999999957
11483,自旋,70,0.0007,88.5244999999957
11484,疲惫,70,0.0007,88.5237999999957
11485,东家,70,0.0007,88.5230999999957
11486,冰块,70,0.0007,88.5223999999957
11487,夺去,70,0.0007,88.5216999999957
11488,家庭教育,70,0.0007,88.5209999999957
11489,侗族,70,0.0007,88.5202999999957
11490,虚实,70,0.0007,88.5195999999957
11491,总工程师,70,0.0007,88.5188999999958
11492,切除,70,0.0007,88.5181999999958
11493,暗自,70,0.0007,88.5265999999957
11494,碧绿,70,0.0007,88.5398999999956
11495,家门口,70,0.0007,88.5475999999955
11496,鱼群,70,0.0007,88.5482999999955
11497,隐瞒,70,0.0007,88.5496999999955
11498,脸红,70,0.0007,88.5468999999955
11499,为例,70,0.0007,88.5510999999955
11500,诱惑,70,0.0007,88.5517999999955
11501,宪兵,70,0.0007,88.5524999999955
11502,包裹,70,0.0007,88.5531999999955
11503,嫂嫂,70,0.0007,88.5538999999955
11504,报考,70,0.0007,88.5545999999955
11505,精简,70,0.0007,88.5552999999955
11506,相辅相成,70,0.0007,88.5559999999955
11507,母猪,70,0.0007,88.5503999999955
11508,储,70,0.0007,88.5461999999956
11509,北伐,70,0.0007,88.5454999999956
11510,级差,70,0.0007,88.5447999999956
11511,唾沫,70,0.0007,88.5440999999956
11512,药水,70,0.0007,88.5433999999956
11513,前端,70,0.0007,88.5377999999956
11514,顶着,70,0.0007,88.5426999999956
11515,日出,70,0.0007,88.5489999999955
11516,写字台,70,0.0007,88.5419999999956
11517,坎坷,70,0.0007,88.5412999999956
11518,螺,70,0.0007,88.5405999999956
11519,原子弹,70,0.0007,88.5384999999956
11520,进出口,70,0.0007,88.5356999999956
11521,北洋军阀,70,0.0007,88.4992999999959
11522,美军,70,0.0007,88.4964999999959
11523,忆,70,0.0007,88.4985999999959
11524,巨额,70,0.0007,88.491599999996
11525,塑像,70,0.0007,88.5363999999956
11526,劝告,70,0.0007,88.4943999999959
11527,一时间,70,0.0007,88.4936999999959
11528,男爵,70,0.0007,88.4929999999959
11529,炮兵,70,0.0007,88.485299999996
11530,风沙,70,0.0007,88.492299999996
11531,铲,70,0.0007,88.4971999999959
11532,以示,70,0.0007,88.490899999996
11533,石器,70,0.0007,88.490199999996
11534,宏观经济,70,0.0007,88.489499999996
11535,剧作家,70,0.0007,88.488799999996
11536,曹英,70,0.0007,88.488099999996
11537,倒下,70,0.0007,88.479699999996
11538,卷起,70,0.0007,88.480399999996
11539,隆隆,70,0.0007,88.481099999996
11540,密码,70,0.0007,88.481799999996
11541,警报,70,0.0007,88.482499999996
11542,课外,70,0.0007,88.483199999996
11543,十点,70,0.0007,88.487399999996
11544,强盛,70,0.0007,88.484599999996
11545,发散,70,0.0007,88.478999999996
11546,两腿,70,0.0007,88.483899999996
11547,团团,70,0.0007,88.485999999996
11548,冲刷,70,0.0007,88.486699999996
11549,委任,70,0.0007,88.4950999999959
11550,台词,70,0.0007,88.5076999999958
11551,牛全德,70,0.0007,88.5160999999958
11552,俄语,70,0.0007,88.5153999999958
11553,填补,70,0.0007,88.5146999999958
11554,学习者,70,0.0007,88.5139999999958
11555,讲授,70,0.0007,88.5132999999958
11556,受精卵,70,0.0007,88.5125999999958
11557,打人,70,0.0007,88.5118999999958
11558,款式,70,0.0007,88.5111999999958
11559,咯咯,70,0.0007,88.5104999999958
11560,大雪,70,0.0007,88.5097999999958
11561,宋朝,70,0.0007,88.5090999999958
11562,电机,70,0.0007,88.5083999999958
11563,左侧,70,0.0007,88.4978999999959
11564,别致,70,0.0007,88.5069999999958
11565,外交部,70,0.0007,88.5062999999958
11566,攻占,70,0.0007,88.5167999999958
11567,这会,70,0.0007,88.4957999999959
11568,长方形,70,0.0007,88.5055999999959
11569,热潮,70,0.0007,88.5048999999959
11570,零星,70,0.0007,88.5041999999959
11571,晨,70,0.0007,88.5034999999959
11572,郁,70,0.0007,88.5027999999959
11573,败坏,70,0.0007,88.5020999999959
11574,补救,70,0.0007,88.5013999999959
11575,孕,70,0.0007,88.5006999999959
11576,盯住,70,0.0007,88.4999999999959
11577,敬意,69,0.0007,88.620399999995
11578,细胞膜,69,0.0007,88.621099999995
11579,江泽民,69,0.0007,88.621799999995
11580,溪,69,0.0007,88.622499999995
11581,裸体,69,0.0007,88.6420999999948
11582,笔记本,69,0.0007,88.6301999999949
11583,儿童文学,69,0.0007,88.624599999995
11584,僵化,69,0.0007,88.623899999995
11585,杨勇,69,0.0007,88.618299999995
11586,瞎子,69,0.0007,88.625299999995
11587,取材,69,0.0007,88.625999999995
11588,活塞,69,0.0007,88.626699999995
11589,燥,69,0.0007,88.627399999995
11590,修好,69,0.0007,88.6280999999949
11591,糟粕,69,0.0007,88.6287999999949
11592,矮小,69,0.0007,88.6294999999949
11593,露天,69,0.0007,88.6119999999951
11594,香蕉,69,0.0007,88.6105999999951
11595,矩,69,0.0007,88.623199999995
11596,二婶,69,0.0007,88.6070999999951
11597,白银,69,0.0007,88.6077999999951
11598,检测,69,0.0007,88.6084999999951
11599,派生,69,0.0007,88.6091999999951
11600,布克,69,0.0007,88.6098999999951
11601,当真,69,0.0007,88.617599999995
11602,上船,69,0.0007,88.6112999999951
11603,作曲,69,0.0007,88.6056999999951
11604,节制,69,0.0007,88.6126999999951
11605,怜悯,69,0.0007,88.6133999999951
11606,忽听,69,0.0007,88.614099999995
11607,啰,69,0.0007,88.614799999995
11608,通商,69,0.0007,88.615499999995
11609,脑中,69,0.0007,88.616199999995
11610,傣族,69,0.0007,88.616899999995
11611,即刻,69,0.0007,88.6063999999951
11612,钻到,69,0.0007,88.6413999999948
11613,夹角,69,0.0007,88.6441999999948
11614,本文,69,0.0007,88.6448999999948
11615,丛林,69,0.0007,88.6469999999948
11616,花序,69,0.0007,88.6434999999948
11617,新华社,69,0.0007,88.6476999999948
11618,四五,69,0.0007,88.6483999999948
11619,桂花,69,0.0007,88.6490999999948
11620,养蚕,69,0.0007,88.6539999999948
11621,克西,69,0.0007,88.6497999999948
11622,精通,69,0.0007,88.6504999999948
11623,生效,69,0.0007,88.6518999999948
11624,参看,69,0.0007,88.6532999999948
11625,屏上,69,0.0007,88.6553999999947
11626,欺侮,69,0.0007,88.6546999999947
11627,捅,69,0.0007,88.6525999999948
11628,划时代,69,0.0007,88.6511999999948
11629,疟疾,69,0.0007,88.6462999999948
11630,奋勇,69,0.0007,88.6357999999949
11631,练兵,69,0.0007,88.6315999999949
11632,要好,69,0.0007,88.6322999999949
11633,舟,69,0.0007,88.6329999999949
11634,卡片,69,0.0007,88.6336999999949
11635,炊事员,69,0.0007,88.6343999999949
11636,万能,69,0.0007,88.6350999999949
11637,好玩,69,0.0007,88.6427999999948
11638,王明,69,0.0007,88.6364999999949
11639,沦为,69,0.0007,88.6308999999949
11640,投影,69,0.0007,88.6385999999949
11641,镍,69,0.0007,88.6371999999949
11642,打来,69,0.0007,88.6392999999949
11643,一九八一,69,0.0007,88.6455999999948
11644,谁家,69,0.0007,88.6399999999949
11645,徐悲鸿,69,0.0007,88.6406999999949
11646,三角洲,69,0.0007,88.6378999999949
11647,谈心,69,0.0007,88.619699999995
11648,外观,69,0.0007,88.5909999999952
11649,步枪,69,0.0007,88.5797999999953
11650,编织,69,0.0007,88.5916999999952
11651,缺氧,69,0.0007,88.5713999999954
11652,规,69,0.0007,88.618999999995
11653,一跃,69,0.0007,88.5636999999954
11654,筹集,69,0.0007,88.5720999999954
11655,段祺瑞,69,0.0007,88.5734999999953
11656,蜗牛,69,0.0007,88.5727999999954
11657,手艺,69,0.0007,88.5741999999953
11658,山脚,69,0.0007,88.5685999999954
11659,立下,69,0.0007,88.5755999999953
11660,八字,69,0.0007,88.5762999999953
11661,晚间,69,0.0007,88.5769999999953
11662,零下,69,0.0007,88.5776999999953
11663,颂,69,0.0007,88.5783999999953
11664,封面,69,0.0007,88.5790999999953
11665,辅,69,0.0007,88.5748999999953
11666,以防,69,0.0007,88.5671999999954
11667,轻快,69,0.0007,88.5573999999955
11668,主角,69,0.0007,88.5580999999955
11669,前额,69,0.0007,88.5587999999955
11670,难关,69,0.0007,88.5594999999955
11671,名牌,69,0.0007,88.5601999999954
11672,乡里,69,0.0007,88.5608999999954
11673,今儿,69,0.0007,88.5615999999954
11674,相符,69,0.0007,88.5678999999954
11675,装满,69,0.0007,88.5629999999954
11676,开端,69,0.0007,88.5566999999955
11677,一世,69,0.0007,88.5650999999954
11678,战事,69,0.0007,88.5622999999954
11679,调子,69,0.0007,88.5664999999954
11680,内能,69,0.0007,88.5657999999954
11681,杆菌,69,0.0007,88.5643999999954
11682,右侧,69,0.0007,88.5699999999954
11683,马铃薯,69,0.0007,88.5993999999952
11684,拜访,69,0.0007,88.5937999999952
11685,生长期,69,0.0007,88.5944999999952
11686,城外,69,0.0007,88.5951999999952
11687,存放,69,0.0007,88.5958999999952
11688,白兔,69,0.0007,88.5965999999952
11689,歌手,69,0.0007,88.5972999999952
11690,杨柳,69,0.0007,88.6049999999951
11691,池水,69,0.0007,88.5986999999952
11692,瞪大,69,0.0007,88.5930999999952
11693,英雄人物,69,0.0007,88.6000999999952
11694,火烧,69,0.0007,88.6007999999951
11695,庭,69,0.0007,88.6014999999951
11696,官府,69,0.0007,88.6021999999951
11697,今夜,69,0.0007,88.6028999999951
11698,不胜,69,0.0007,88.6035999999951
11699,报社,69,0.0007,88.6042999999951
11700,渗,69,0.0007,88.5867999999953
11701,阻挠,69,0.0007,88.5853999999953
11702,清军,69,0.0007,88.5979999999952
11703,光是,69,0.0007,88.5818999999953
11704,更深,69,0.0007,88.5825999999953
11705,太平军,69,0.0007,88.5832999999953
11706,扁平,69,0.0007,88.5839999999953
11707,闪耀,69,0.0007,88.5846999999953
11708,典礼,69,0.0007,88.5923999999952
11709,除掉,69,0.0007,88.5811999999953
11710,稠密,69,0.0007,88.5860999999953
11711,胆怯,69,0.0007,88.5692999999954
11712,基督徒,69,0.0007,88.5804999999953
11713,高分子,69,0.0007,88.5874999999952
11714,关照,69,0.0007,88.5881999999952
11715,调度,69,0.0007,88.5888999999952
11716,挑水,69,0.0007,88.5895999999952
11717,钻出,69,0.0007,88.5902999999952
11718,正视,69,0.0007,88.5706999999954
11719,整数,68,0.0007,88.7134999999943
11720,深浅,68,0.0007,88.7127999999943
11721,锋利,68,0.0007,88.7120999999943
11722,逼迫,68,0.0007,88.7113999999943
11723,报上,68,0.0007,88.7106999999943
11724,视图,68,0.0007,88.7099999999943
11725,请假,68,0.0007,88.7092999999943
11726,骚动,68,0.0007,88.7085999999943
11727,托尔斯泰,68,0.0007,88.7078999999944
11728,蛙,68,0.0007,88.7183999999943
11729,物象,68,0.0007,88.7071999999944
11730,不慎,68,0.0007,88.7064999999944
11731,暖和,68,0.0007,88.6966999999944
11732,小鬼,68,0.0007,88.7057999999944
11733,乐得,68,0.0007,88.7155999999943
11734,午夜,68,0.0007,88.7043999999944
11735,翠,68,0.0007,88.7036999999944
11736,革命军,68,0.0007,88.7029999999944
11737,听来,68,0.0007,88.7022999999944
11738,接上,68,0.0007,88.7015999999944
11739,经济信息,68,0.0007,88.7008999999944
11740,评比,68,0.0007,88.7001999999944
11741,凤,68,0.0007,88.6994999999944
11742,煤气,68,0.0007,88.6987999999944
11743,相间,68,0.0007,88.6980999999944
11744,行当,68,0.0007,88.6973999999944
11745,科学化,68,0.0007,88.7050999999944
11746,老师傅,68,0.0007,88.7190999999943
11747,宾语,68,0.0007,88.7302999999942
11748,赠,68,0.0007,88.7267999999942
11749,东风,68,0.0007,88.7274999999942
11750,憧憬,68,0.0007,88.7316999999942
11751,机动,68,0.0007,88.7295999999942
11752,活劳动,68,0.0007,88.7358999999941
11753,电影院,68,0.0007,88.7309999999942
11754,借给,68,0.0007,88.7260999999942
11755,中华民国,68,0.0007,88.7323999999942
11756,暴风雨,68,0.0007,88.7330999999942
11757,岳飞,68,0.0007,88.7337999999942
11758,地道,68,0.0007,88.7344999999942
11759,长长,68,0.0007,88.7351999999942
11760,公使,68,0.0007,88.7288999999942
11761,名额,68,0.0007,88.7253999999942
11762,顾不上,68,0.0007,88.7246999999942
11763,癌,68,0.0007,88.7239999999942
11764,单细胞,68,0.0007,88.7232999999942
11765,霸占,68,0.0007,88.7162999999943
11766,溢,68,0.0007,88.7225999999942
11767,铁器,68,0.0007,88.7281999999942
11768,脚尖,68,0.0007,88.7218999999943
11769,后备,68,0.0007,88.7211999999943
11770,摸到,68,0.0007,88.7204999999943
11771,手绢,68,0.0007,88.7197999999943
11772,作坊,68,0.0007,88.7176999999943
11773,眼色,68,0.0007,88.6763999999946
11774,本月,68,0.0007,88.7169999999943
11775,心房,68,0.0007,88.7148999999943
11776,改良主义,68,0.0007,88.7141999999943
11777,小东西,68,0.0007,88.6770999999946
11778,顾不得,68,0.0007,88.6742999999946
11779,病例,68,0.0007,88.6721999999946
11780,休,68,0.0007,88.6714999999946
11781,东洋,68,0.0007,88.6707999999946
11782,跳上,68,0.0007,88.6700999999946
11783,油漆,68,0.0007,88.6630999999947
11784,自如,68,0.0007,88.6693999999946
11785,舔,68,0.0007,88.6749999999946
11786,亲本,68,0.0007,88.6686999999946
11787,指望,68,0.0007,88.6679999999946
11788,风貌,68,0.0007,88.6672999999947
11789,第八,68,0.0007,88.6665999999947
11790,指纹,68,0.0007,88.6658999999947
11791,落入,68,0.0007,88.6623999999947
11792,通报,68,0.0007,88.6567999999947
11793,为名,68,0.0007,88.6574999999947
11794,割裂,68,0.0007,88.6581999999947
11795,咆哮,68,0.0007,88.6588999999947
11796,姓氏,68,0.0007,88.6595999999947
11797,只怕,68,0.0007,88.6651999999947
11798,糖果,68,0.0007,88.6609999999947
11799,幼小,68,0.0007,88.6560999999947
11800,前列,68,0.0007,88.6616999999947
11801,前不久,68,0.0007,88.6602999999947
11802,对敌,68,0.0007,88.6637999999947
11803,几十万,68,0.0007,88.6644999999947
11804,投资者,68,0.0007,88.6728999999946
11805,饮料,68,0.0007,88.6861999999945
11806,杂种,68,0.0007,88.6952999999944
11807,天敌,68,0.0007,88.6945999999945
11808,出事,68,0.0007,88.6938999999945
11809,嘈杂,68,0.0007,88.6931999999945
11810,少有,68,0.0007,88.6924999999945
11811,先锋,68,0.0007,88.6917999999945
11812,牛肉,68,0.0007,88.6910999999945
11813,垂体,68,0.0007,88.6903999999945
11814,悬崖,68,0.0007,88.6896999999945
11815,深信,68,0.0007,88.6889999999945
11816,货源,68,0.0007,88.6882999999945
11817,唤醒,68,0.0007,88.6875999999945
11818,布景,68,0.0007,88.6868999999945
11819,痛哭,68,0.0007,88.6756999999946
11820,无心,68,0.0007,88.6847999999945
11821,咬住,68,0.0007,88.6854999999945
11822,人参,68,0.0007,88.6735999999946
11823,龙头,68,0.0007,88.6959999999944
11824,埋伏,68,0.0007,88.6840999999945
11825,新闻工作者,68,0.0007,88.6833999999945
11826,学业,68,0.0007,88.6826999999945
11827,寻常,68,0.0007,88.6819999999945
11828,中央军委,68,0.0007,88.6812999999946
11829,雪山,68,0.0007,88.6805999999946
11830,无需,68,0.0007,88.6798999999946
11831,两万,68,0.0007,88.6791999999946
11832,巨型,68,0.0007,88.6784999999946
11833,信上,68,0.0007,88.6777999999946
11834,大兴安岭,67,0.0007,88.7967999999937
11835,非得,67,0.0007,88.8170999999935
11836,窑,67,0.0007,88.7694999999939
11837,老大娘,67,0.0007,88.8051999999936
11838,着眼,67,0.0007,88.7953999999937
11839,摄氏度,67,0.0007,88.7974999999937
11840,籽,67,0.0007,88.7981999999937
11841,全书,67,0.0007,88.7988999999937
11842,堡垒,67,0.0007,88.8058999999936
11843,激化,67,0.0007,88.8002999999937
11844,国共,67,0.0007,88.7946999999937
11845,牛皮,67,0.0007,88.8016999999937
11846,凶猛,67,0.0007,88.8023999999937
11847,画法,67,0.0007,88.8030999999936
11848,栽植,67,0.0007,88.8037999999936
11849,该书,67,0.0007,88.8044999999936
11850,泪花,67,0.0007,88.7890999999938
11851,摆手,67,0.0007,88.8009999999937
11852,下一代,67,0.0007,88.7995999999937
11853,电话机,67,0.0007,88.7841999999938
11854,托儿所,67,0.0007,88.7848999999938
11855,下半年,67,0.0007,88.7855999999938
11856,躬,67,0.0007,88.7862999999938
11857,减产,67,0.0007,88.7869999999938
11858,碧,67,0.0007,88.7939999999937
11859,作声,67,0.0007,88.7883999999938
11860,挤出,67,0.0007,88.7834999999938
11861,干粮,67,0.0007,88.7897999999937
11862,录取,67,0.0007,88.7904999999937
11863,当家,67,0.0007,88.7911999999937
11864,省政府,67,0.0007,88.7918999999937
11865,见闻,67,0.0007,88.7925999999937
11866,水土流失,67,0.0007,88.7932999999937
11867,佐,67,0.0007,88.7876999999938
11868,后裔,67,0.0007,88.8163999999936
11869,劳动量,67,0.0007,88.8198999999935
11870,文教,67,0.0007,88.8191999999935
11871,牧师,67,0.0007,88.8226999999935
11872,自古,67,0.0007,88.8205999999935
11873,有赖于,67,0.0007,88.8296999999935
11874,大红,67,0.0007,88.8219999999935
11875,额外,67,0.0007,88.8184999999935
11876,老弟,67,0.0007,88.8233999999935
11877,连贯,67,0.0007,88.8240999999935
11878,正电,67,0.0007,88.8247999999935
11879,不约而同,67,0.0007,88.8254999999935
11880,秋风,67,0.0007,88.8261999999935
11881,填写,67,0.0007,88.8268999999935
11882,局里,67,0.0007,88.8275999999935
11883,贫富,67,0.0007,88.8282999999935
11884,冰冷,67,0.0007,88.8289999999935
11885,典,67,0.0007,88.8212999999935
11886,卒,67,0.0007,88.8114999999936
11887,不慌不忙,67,0.0007,88.8072999999936
11888,菱形,67,0.0007,88.8079999999936
11889,段落,67,0.0007,88.8086999999936
11890,淘气,67,0.0007,88.8093999999936
11891,担忧,67,0.0007,88.8100999999936
11892,一九八０,67,0.0007,88.8107999999936
11893,生平,67,0.0007,88.8177999999935
11894,劳动强度,67,0.0007,88.8121999999936
11895,情意,67,0.0007,88.8065999999936
11896,直射,67,0.0007,88.8135999999936
11897,正经,67,0.0007,88.8142999999936
11898,闪出,67,0.0007,88.8149999999936
11899,上街,67,0.0007,88.8128999999936
11900,偏僻,67,0.0007,88.8156999999936
11901,小青年,67,0.0007,88.7960999999937
11902,江北,67,0.0007,88.7701999999939
11903,关键性,67,0.0007,88.749899999994
11904,静悄悄,67,0.0007,88.750599999994
11905,未有,67,0.0007,88.7449999999941
11906,特制,67,0.0007,88.751299999994
11907,错觉,67,0.0007,88.752699999994
11908,听从,67,0.0007,88.751999999994
11909,耦合,67,0.0007,88.758999999994
11910,稳步,67,0.0007,88.753399999994
11911,跃进,67,0.0007,88.7477999999941
11912,残暴,67,0.0007,88.754799999994
11913,自立,67,0.0007,88.755499999994
11914,土地革命,67,0.0007,88.756199999994
11915,犯法,67,0.0007,88.756899999994
11916,遣,67,0.0007,88.757599999994
11917,耻辱,67,0.0007,88.758299999994
11918,锣,67,0.0007,88.754099999994
11919,公子,67,0.0007,88.7442999999941
11920,起先,67,0.0007,88.7400999999941
11921,流通领域,67,0.0007,88.7379999999941
11922,迟到,67,0.0007,88.7372999999941
11923,声势,67,0.0007,88.7365999999941
11924,手心,67,0.0007,88.7386999999941
11925,癞,67,0.0007,88.7393999999941
11926,吞噬,67,0.0007,88.7407999999941
11927,累计,67,0.0007,88.7414999999941
11928,县级,67,0.0007,88.7421999999941
11929,恐龙,67,0.0007,88.7428999999941
11930,查看,67,0.0007,88.7470999999941
