// 现代汉语语料库词语分词类频率表,,,,,,
// 语料规模:2000万字,,,,,,
// 只列入出现次数大于50次的词,,,,,,
// 下载自www.cncorpus.org语料库在线网站,,,,,,
// id,词语,词类标记,词类名称,出现次数,频率,累积频率
12559,跑出,v,动词,73,0.0008,91.66659999999744
12560,脆弱,a,形容词,73,0.0008,91.66739999999744
12561,两样,a,形容词,73,0.0008,91.66819999999744
12562,勇,a,形容词,73,0.0008,91.68259999999741
12563,勤工俭学,i,习用语,72,0.0008,91.80579999999712
12564,通商,v,动词,72,0.0008,91.80499999999712
12565,裸体,v,动词,72,0.0008,91.80419999999712
12566,凭证,n,名词,72,0.0008,91.80339999999713
12567,所得税,n,名词,72,0.0008,91.80259999999713
12568,走狗,n,名词,72,0.0008,91.80179999999713
12569,北面,nd,方位名词,72,0.0008,91.80099999999713
12570,代,q,量词,72,0.0008,91.80019999999713
12571,途,n,名词,72,0.0008,91.79939999999714
12572,兼任,v,动词,72,0.0008,91.79859999999714
12573,明朗,a,形容词,72,0.0008,91.79779999999714
12574,季节,n,名词,72,0.0008,91.78499999999717
12575,炊事员,n,名词,72,0.0008,91.82019999999709
12576,只得,d,副词,72,0.0008,91.79619999999714
12577,糖果,n,名词,72,0.0008,91.79699999999714
12578,挨打,v,动词,72,0.0008,91.80819999999711
12579,着火,v,动词,72,0.0008,91.79459999999715
12580,盐类,n,名词,72,0.0008,91.79379999999715
12581,一个劲,d,副词,72,0.0008,91.79299999999715
12582,名额,n,名词,72,0.0008,91.79219999999715
12583,公使,n,名词,72,0.0008,91.79139999999715
12584,兵士,n,名词,72,0.0008,91.79059999999716
12585,好评,n,名词,72,0.0008,91.78979999999716
12586,瞳孔,n,名词,72,0.0008,91.78899999999716
12587,增减,v,动词,72,0.0008,91.78819999999716
12588,夺去,v,动词,72,0.0008,91.78739999999716
12589,此人,n,名词,72,0.0008,91.78659999999716
12590,发,q,量词,72,0.0008,91.78579999999717
12591,浇水,v,动词,72,0.0008,91.79539999999714
12592,步枪,n,名词,72,0.0008,91.81859999999709
12593,种源,n,名词,72,0.0008,91.83219999999706
12594,以下,nl,处所名词,72,0.0008,91.82259999999708
12595,公家,n,名词,72,0.0008,91.82179999999708
12596,淤泥,n,名词,72,0.0008,91.82339999999708
12597,颊,n,名词,72,0.0008,91.82419999999708
12598,摸到,v,动词,72,0.0008,91.82499999999708
12599,飞碟,n,名词,72,0.0008,91.82579999999707
12600,财会,j,缩略语,72,0.0008,91.82659999999707
12601,无机物,n,名词,72,0.0008,91.83139999999706
12602,良性,a,形容词,72,0.0008,91.82739999999707
12603,重物,n,名词,72,0.0008,91.82819999999707
12604,最终,a,形容词,72,0.0008,91.82899999999707
12605,植树,v,动词,72,0.0008,91.82979999999706
12606,结冰,v,动词,72,0.0008,91.83059999999706
12607,血浆,n,名词,72,0.0008,91.8137999999971
12608,错觉,n,名词,72,0.0008,91.80979999999711
12609,化验,v,动词,72,0.0008,91.81059999999711
12610,虚实,n,名词,72,0.0008,91.8113999999971
12611,罗,u,助词,72,0.0008,91.8121999999971
12612,徒,n,名词,72,0.0008,91.8129999999971
12613,不均,a,形容词,72,0.0008,91.82099999999708
12614,藉,v,动词,72,0.0008,91.8145999999971
12615,县级,n,名词,72,0.0008,91.80899999999711
12616,质朴,a,形容词,72,0.0008,91.8161999999971
12617,幸运,a,形容词,72,0.0008,91.8169999999971
12618,往返,v,动词,72,0.0008,91.81779999999709
12619,狼狈,a,形容词,72,0.0008,91.76179999999722
12620,迟到,v,动词,72,0.0008,91.8153999999971
12621,宿,v,动词,72,0.0008,91.80739999999712
12622,皖,j,缩略语,72,0.0008,91.81939999999709
12623,盛开,v,动词,72,0.0008,91.80659999999712
12624,管理员,n,名词,72,0.0008,91.76259999999722
12625,木料,n,名词,72,0.0008,91.75859999999723
12626,京,n,名词,72,0.0008,91.75619999999724
12627,固,d,副词,72,0.0008,91.75539999999724
12628,总裁,n,名词,72,0.0008,91.75459999999724
12629,南面,nd,方位名词,72,0.0008,91.75379999999724
12630,攻占,v,动词,72,0.0008,91.75299999999724
12631,隐隐,a,形容词,72,0.0008,91.74499999999726
12632,咯咯,o,拟声词,72,0.0008,91.75219999999725
12633,暖和,a,形容词,72,0.0008,91.75939999999723
12634,箭头,n,名词,72,0.0008,91.75139999999725
12635,咆哮,v,动词,72,0.0008,91.75059999999725
12636,俗称,n,名词,72,0.0008,91.74979999999725
12637,东风,n,名词,72,0.0008,91.74899999999725
12638,射入,v,动词,72,0.0008,91.74819999999725
12639,东洋,ns,地名,72,0.0008,91.73699999999728
12640,端起,v,动词,72,0.0008,91.73779999999728
12641,蓬,n,名词,72,0.0008,91.73859999999728
12642,外套,n,名词,72,0.0008,91.73939999999727
12643,宏观经济,n,名词,72,0.0008,91.74019999999727
12644,片断,n,名词,72,0.0008,91.74099999999727
12645,海滨,nl,处所名词,72,0.0008,91.74179999999727
12646,趣,n,名词,72,0.0008,91.74259999999727
12647,床边,nl,处所名词,72,0.0008,91.74339999999727
12648,督促,v,动词,72,0.0008,91.74739999999726
12649,亚,a,形容词,72,0.0008,91.74419999999726
12650,无私,a,形容词,72,0.0008,91.74579999999726
12651,茂盛,a,形容词,72,0.0008,91.74659999999726
12652,动向,n,名词,72,0.0008,91.75699999999723
12653,汇率,n,名词,72,0.0008,91.78339999999717
12654,爽朗,a,形容词,72,0.0008,91.7729999999972
12655,出差,v,动词,72,0.0008,91.7737999999972
12656,抢先,v,动词,72,0.0008,91.77459999999719
12657,早晚,d,副词,72,0.0008,91.77539999999719
12658,火热,a,形容词,72,0.0008,91.77619999999719
12659,军火,n,名词,72,0.0008,91.78419999999717
12660,跨进,v,动词,72,0.0008,91.77779999999719
12661,克西,nh,人名,72,0.0008,91.7721999999972
12662,年中,nt,时间名词,72,0.0008,91.77939999999718
12663,枯燥,a,形容词,72,0.0008,91.78019999999718
12664,与,v,动词,72,0.0008,91.78099999999718
12665,左,a,形容词,72,0.0008,91.78179999999718
12666,有机,d,副词,72,0.0008,91.7713999999972
12667,林则徐,nh,人名,72,0.0008,91.78259999999717
12668,菱形,n,名词,72,0.0008,91.75779999999723
12669,留下来,v,动词,72,0.0008,91.76019999999723
12670,东亚,ns,地名,72,0.0008,91.77859999999718
12671,白发,n,名词,72,0.0008,91.77699999999719
12672,凶恶,a,形容词,72,0.0008,91.7705999999972
12673,社论,n,名词,72,0.0008,91.7697999999972
12674,捋,v,动词,72,0.0008,91.7689999999972
12675,长方形,n,名词,72,0.0008,91.76819999999721
12676,八字,n,名词,72,0.0008,91.76739999999721
12677,食性,n,名词,72,0.0008,91.76659999999721
12678,好友,n,名词,72,0.0008,91.76579999999721
12679,烦,a,形容词,72,0.0008,91.76499999999722
12680,款式,n,名词,72,0.0008,91.76419999999722
12681,嘴边,nl,处所名词,72,0.0008,91.76339999999722
12682,长寿,a,形容词,72,0.0008,91.76099999999722
12683,男爵,n,名词,71,0.0007,91.90919999999649
12684,合理化,v,动词,71,0.0007,91.8944999999966
12685,指甲,n,名词,71,0.0007,91.88539999999666
12686,劳累,a,形容词,71,0.0007,91.8937999999966
12687,泡沫,n,名词,71,0.0007,91.89309999999661
12688,多变,v,动词,71,0.0007,91.89239999999661
12689,子环,n,名词,71,0.0007,91.89169999999662
12690,划清,v,动词,71,0.0007,91.89099999999662
12691,争得,v,动词,71,0.0007,91.89029999999663
12692,中国科学院,ni,机构名,71,0.0007,91.88959999999663
12693,代表会议,n,名词,71,0.0007,91.88889999999664
12694,轿,n,名词,71,0.0007,91.88819999999664
12695,盖,d,副词,71,0.0007,91.88749999999665
12696,比如,p,介词,71,0.0007,91.88679999999665
12697,俘虏,n,名词,71,0.0007,91.88609999999666
12698,蚕丝,n,名词,71,0.0007,91.87489999999674
12699,叭,o,拟声词,71,0.0007,91.88469999999667
12700,兜,n,名词,71,0.0007,91.89519999999659
12701,调子,n,名词,71,0.0007,91.88329999999668
12702,除此之外,i,习用语,71,0.0007,91.88259999999669
12703,一跃,v,动词,71,0.0007,91.88189999999669
12704,提升,v,动词,71,0.0007,91.8811999999967
12705,佛经,n,名词,71,0.0007,91.8804999999967
12706,蛮,d,副词,71,0.0007,91.8797999999967
12707,自感,v,动词,71,0.0007,91.87909999999671
12708,典礼,n,名词,71,0.0007,91.87839999999672
12709,竖,v,动词,71,0.0007,91.87769999999672
12710,白兔,n,名词,71,0.0007,91.87699999999673
12711,暖流,n,名词,71,0.0007,91.87629999999673
12712,唾沫,n,名词,71,0.0007,91.87559999999674
12713,傣族,ns,地名,71,0.0007,91.88399999999668
12714,阴暗,a,形容词,71,0.0007,91.90079999999655
12715,盯住,v,动词,71,0.0007,91.91059999999648
12716,病例,n,名词,71,0.0007,91.91689999999643
12717,同音,v,动词,71,0.0007,91.90989999999648
12718,退回,v,动词,71,0.0007,91.90639999999651
12719,青山,n,名词,71,0.0007,91.91129999999647
12720,邮局,n,名词,71,0.0007,91.91199999999647
12721,扁平,a,形容词,71,0.0007,91.91269999999646
12722,后备,n,名词,71,0.0007,91.91339999999646
12723,里,n,名词,71,0.0007,91.91409999999645
12724,国共,j,缩略语,71,0.0007,91.91479999999645
12725,审视,v,动词,71,0.0007,91.91549999999644
12726,妄想,v,动词,71,0.0007,91.91619999999644
12727,国会,n,名词,71,0.0007,91.9084999999965
12728,名牌,n,名词,71,0.0007,91.90569999999651
12729,巨额,n,名词,71,0.0007,91.90499999999652
12730,肺炎,n,名词,71,0.0007,91.90429999999652
12731,冲积,v,动词,71,0.0007,91.90359999999653
12732,封面,n,名词,71,0.0007,91.90289999999654
12733,哆嗦,v,动词,71,0.0007,91.89589999999659
12734,谈心,v,动词,71,0.0007,91.90149999999655
12735,矮小,a,形容词,71,0.0007,91.9077999999965
12736,投机倒把,i,习用语,71,0.0007,91.90009999999656
12737,手艺,n,名词,71,0.0007,91.89939999999656
12738,其次,d,副词,71,0.0007,91.89869999999657
12739,杨勇,nh,人名,71,0.0007,91.89799999999657
12740,军分区,n,名词,71,0.0007,91.89729999999658
12741,单独,d,副词,71,0.0007,91.90219999999654
12742,没用,v,动词,71,0.0007,91.9070999999965
12743,须,n,名词,71,0.0007,91.85459999999689
12744,幽静,a,形容词,71,0.0007,91.84689999999695
12745,来访,v,动词,71,0.0007,91.85179999999691
12746,风带,n,名词,71,0.0007,91.85109999999692
12747,公然,d,副词,71,0.0007,91.85039999999692
12748,潜艇,n,名词,71,0.0007,91.84969999999693
12749,江南,ns,地名,71,0.0007,91.84899999999693
12750,填写,v,动词,71,0.0007,91.84129999999699
12751,快步,n,名词,71,0.0007,91.84759999999694
12752,凤,n,名词,71,0.0007,91.8531999999969
12753,山脚,n,名词,71,0.0007,91.84619999999695
12754,革命军,n,名词,71,0.0007,91.84549999999696
12755,卷起,v,动词,71,0.0007,91.84479999999697
12756,潮汐,n,名词,71,0.0007,91.84409999999697
12757,精通,v,动词,71,0.0007,91.84339999999698
12758,每每,d,副词,71,0.0007,91.840599999997
12759,孤立,v,动词,71,0.0007,91.83359999999705
12760,隐瞒,v,动词,71,0.0007,91.83429999999704
12761,从头,d,副词,71,0.0007,91.83499999999704
12762,提法,n,名词,71,0.0007,91.83569999999703
12763,受力,v,动词,71,0.0007,91.83639999999703
12764,新华社,ni,机构名,71,0.0007,91.83709999999702
12765,无奈,a,形容词,71,0.0007,91.83779999999702
12766,初始,nt,时间名词,71,0.0007,91.83849999999701
12767,维新,v,动词,71,0.0007,91.84269999999698
12768,幸亏,d,副词,71,0.0007,91.839199999997
12769,谈判,v,动词,71,0.0007,91.83289999999705
12770,住院,v,动词,71,0.0007,91.85249999999691
12771,捻,v,动词,71,0.0007,91.839899999997
12772,吞噬,v,动词,71,0.0007,91.89659999999658
12773,顶着,v,动词,71,0.0007,91.84199999999699
12774,熵,n,名词,71,0.0007,91.84829999999694
12775,犹太,ns,地名,71,0.0007,91.86439999999682
12776,岂,d,副词,71,0.0007,91.87349999999675
12777,活活,d,副词,71,0.0007,91.87279999999676
12778,跑步,v,动词,71,0.0007,91.87209999999676
12779,脸红,v,动词,71,0.0007,91.87139999999677
12780,蝉,n,名词,71,0.0007,91.87069999999677
12781,古今中外,i,习用语,71,0.0007,91.86999999999678
12782,水解,v,动词,71,0.0007,91.86929999999678
12783,维新派,n,名词,71,0.0007,91.86859999999679
12784,鳞片,n,名词,71,0.0007,91.8678999999968
12785,民办,v,动词,71,0.0007,91.8671999999968
12786,发声,v,动词,71,0.0007,91.8664999999968
12787,暴风雨,n,名词,71,0.0007,91.86579999999681
12788,牧师,n,名词,71,0.0007,91.86509999999681
12789,协奏曲,n,名词,71,0.0007,91.8538999999969
12790,好好,a,形容词,71,0.0007,91.86369999999683
12791,科学化,v,动词,71,0.0007,91.87419999999675
12792,为名,v,动词,71,0.0007,91.86229999999684
12793,徐悲鸿,nh,人名,71,0.0007,91.86159999999684
12794,平均值,n,名词,71,0.0007,91.86089999999685
12795,碧绿,a,形容词,71,0.0007,91.86019999999685
12796,冲着,p,介词,71,0.0007,91.85949999999686
12797,哑剧,n,名词,71,0.0007,91.85879999999686
12798,城墙,n,名词,71,0.0007,91.85809999999687
12799,遗物,n,名词,71,0.0007,91.85739999999687
12800,可恶,a,形容词,71,0.0007,91.85669999999688
12801,二十万,m,数词,71,0.0007,91.85599999999688
12802,丛林,n,名词,71,0.0007,91.85529999999689
12803,老化,v,动词,71,0.0007,91.86299999999683
12804,梁,n,名词,70,0.0007,91.97009999999604
12805,今儿,nt,时间名词,70,0.0007,91.97219999999602
12806,僵化,v,动词,70,0.0007,91.97289999999602
12807,大兴安岭,ns,地名,70,0.0007,91.97989999999596
12808,虚拟,v,动词,70,0.0007,91.974299999996
12809,一场,mq,数量,70,0.0007,91.96939999999604
12810,舞会,n,名词,70,0.0007,91.975699999996
12811,盗,v,动词,70,0.0007,91.97639999999599
12812,补救,v,动词,70,0.0007,91.97709999999599
12813,强盛,a,形容词,70,0.0007,91.97779999999598
12814,零星,a,形容词,70,0.0007,91.97849999999598
12815,新闻工作者,n,名词,70,0.0007,91.95889999999612
12816,火把,n,名词,70,0.0007,91.98339999999594
12817,稠密,a,形容词,70,0.0007,91.974999999996
12818,乐乐,nhs,人名-名,70,0.0007,91.97919999999597
12819,红花,n,名词,70,0.0007,91.97359999999601
12820,化学变化,n,名词,70,0.0007,91.96799999999605
12821,章,nhf,人名-姓,70,0.0007,91.96729999999606
12822,膝,n,名词,70,0.0007,91.96659999999606
12823,福音,n,名词,70,0.0007,91.96589999999607
12824,老老实实,a,形容词,70,0.0007,91.96519999999607
12825,宪章,n,名词,70,0.0007,91.96449999999608
12826,鼎,n,名词,70,0.0007,91.96379999999608
12827,隆隆,o,拟声词,70,0.0007,91.96309999999609
12828,虹,n,名词,70,0.0007,91.9623999999961
12829,大雪,n,名词,70,0.0007,91.9616999999961
12830,战事,n,名词,70,0.0007,91.9609999999961
12831,增至,v,动词,70,0.0007,91.96029999999611
12832,笔记本,n,名词,70,0.0007,91.95959999999612
12833,水土流失,v,动词,70,0.0007,91.96869999999605
12834,疲惫,a,形容词,70,0.0007,91.98409999999593
12835,狱中,nl,处所名词,70,0.0007,91.99459999999586
12836,学业,n,名词,70,0.0007,91.99179999999588
12837,木刻,n,名词,70,0.0007,91.99949999999582
12838,万里,mq,数量,70,0.0007,91.99809999999583
12839,陶器,n,名词,70,0.0007,91.99319999999587
12840,节制,v,动词,70,0.0007,91.99109999999588
12841,草莓,n,名词,70,0.0007,91.99529999999585
12842,交纳,v,动词,70,0.0007,92.00019999999581
12843,工蜂,n,名词,70,0.0007,91.99039999999589
12844,打来,v,动词,70,0.0007,91.99599999999585
12845,超导,n,名词,70,0.0007,91.99669999999584
12846,骑马,v,动词,70,0.0007,91.99739999999584
12847,螳螂,n,名词,70,0.0007,91.99879999999582
12848,蛹,n,名词,70,0.0007,91.99389999999586
12849,沦为,v,动词,70,0.0007,91.98969999999589
12850,香山,ns,地名,70,0.0007,91.9889999999959
12851,到会,v,动词,70,0.0007,91.9882999999959
12852,挤出,v,动词,70,0.0007,91.98759999999591
12853,特异,a,形容词,70,0.0007,91.98689999999591
12854,难关,n,名词,70,0.0007,91.98059999999596
12855,实地,d,副词,70,0.0007,91.98619999999592
12856,铁器,n,名词,70,0.0007,91.99249999999587
12857,光彩,n,名词,70,0.0007,91.98549999999592
12858,家门口,n,名词,70,0.0007,91.98479999999593
12859,两腿,n,名词,70,0.0007,91.98269999999594
12860,踌躇,v,动词,70,0.0007,91.98199999999595
12861,巴勒斯坦,ns,地名,70,0.0007,91.98129999999595
12862,武,n,名词,70,0.0007,91.97149999999603
12863,金字塔,n,名词,70,0.0007,91.93929999999627
12864,相辅相成,i,习用语,70,0.0007,91.92809999999635
12865,侯,nhf,人名-姓,70,0.0007,91.93089999999633
12866,第四纪,nt,时间名词,70,0.0007,91.92949999999634
12867,牧民,n,名词,70,0.0007,91.93019999999633
12868,更深,a,形容词,70,0.0007,91.93859999999627
12869,额外,a,形容词,70,0.0007,91.93719999999628
12870,动产,n,名词,70,0.0007,91.97079999999603
12871,租赁,v,动词,70,0.0007,91.93159999999632
12872,托儿所,n,名词,70,0.0007,91.92669999999636
12873,好玩,a,形容词,70,0.0007,91.93299999999631
12874,后头,nl,处所名词,70,0.0007,91.9336999999963
12875,男性,a,形容词,70,0.0007,91.9343999999963
12876,破烂,a,形容词,70,0.0007,91.9350999999963
12877,追加,v,动词,70,0.0007,91.93579999999629
12878,一头,mq,数量,70,0.0007,91.93649999999629
12879,别致,a,形容词,70,0.0007,91.93229999999632
12880,唯心论,n,名词,70,0.0007,91.91829999999642
12881,讲起,v,动词,70,0.0007,91.91899999999642
12882,编织,v,动词,70,0.0007,91.91969999999641
12883,壮族,ns,地名,70,0.0007,91.9203999999964
12884,过量,v,动词,70,0.0007,91.91759999999643
12885,师父,n,名词,70,0.0007,91.9210999999964
12886,在职,v,动词,70,0.0007,91.9217999999964
12887,为例,v,动词,70,0.0007,91.92249999999639
12888,孟子,nh,人名,70,0.0007,91.92319999999638
12889,早点,n,名词,70,0.0007,91.92389999999638
12890,苗族,ns,地名,70,0.0007,91.92459999999637
12891,气功,n,名词,70,0.0007,91.92599999999636
12892,如实,d,副词,70,0.0007,91.92529999999637
12893,歌德,nh,人名,70,0.0007,91.92879999999634
12894,乖乖,a,形容词,70,0.0007,91.9483999999962
12895,象是,v,动词,70,0.0007,91.95749999999613
12896,填补,v,动词,70,0.0007,91.95679999999614
12897,水准,n,名词,70,0.0007,91.95609999999614
12898,江泽民,nh,人名,70,0.0007,91.95539999999615
12899,热潮,n,名词,70,0.0007,91.95469999999615
12900,单体,n,名词,70,0.0007,91.95399999999616
12901,作曲,v,动词,70,0.0007,91.95329999999616
12902,手绢,n,名词,70,0.0007,91.95259999999617
12903,怜悯,v,动词,70,0.0007,91.95189999999617
12904,意念,n,名词,70,0.0007,91.95119999999618
12905,机动,a,形容词,70,0.0007,91.95049999999618
12906,轻快,a,形容词,70,0.0007,91.94979999999619
12907,油漆,n,名词,70,0.0007,91.94909999999619
12908,有赖于,v,动词,70,0.0007,91.94699999999621
12909,大力,a,形容词,70,0.0007,91.93789999999628
12910,交付,v,动词,70,0.0007,91.92739999999635
12911,筹集,v,动词,70,0.0007,91.9476999999962
12912,宋朝,nt,时间名词,70,0.0007,91.95819999999613
12913,往回,d,副词,70,0.0007,91.94629999999621
12914,粘性,n,名词,70,0.0007,91.94559999999622
12915,悲愤,a,形容词,70,0.0007,91.94489999999622
12916,唤醒,v,动词,70,0.0007,91.94419999999623
12917,班组,n,名词,70,0.0007,91.94349999999623
12918,原来,a,形容词,70,0.0007,91.94279999999624
12919,城外,nl,处所名词,70,0.0007,91.94209999999624
12920,绒,n,名词,70,0.0007,91.94139999999625
12921,丝绸,n,名词,70,0.0007,91.94069999999626
12922,初,nt,时间名词,70,0.0007,91.93999999999626
12923,幼小,a,形容词,69,0.0007,92.06599999999533
12924,亚运会,j,缩略语,69,0.0007,92.06669999999532
12925,存放,v,动词,69,0.0007,92.06739999999532
12926,中途,nl,处所名词,69,0.0007,92.06809999999531
12927,服役,v,动词,69,0.0007,92.0687999999953
12928,废气,n,名词,69,0.0007,92.07649999999525
12929,事实上,d,副词,69,0.0007,92.0701999999953
12930,讲台,n,名词,69,0.0007,92.06389999999534
